No. ,"Author, Specimen Name ",Comments ,Specimen_Type,Load_History,Bar_Type,Steel_Origin,Bar_Grade,Nominal Diameter,Gauge Length,Corrosion_Method,Cathode_Type,Cleaning_Method,Current Density,Exposure Duration,Solution Concentration,Mass Loss,Corroded Length,Corrosion Penetration Depth,Fy,ln(Fy)
771,"Fernandez and Berrocal (2019), ST2-28",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,0,10958,3.5,0,400,0,135.1,4.906015245
772,"Fernandez and Berrocal (2019), ST2-29",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,0,10958,3.5,0,400,0,134.5,4.901564199
773,"Fernandez and Berrocal (2019), ST2-30",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,1.5,10958,3.5,12.52,400,0.501,104.5,4.649187071
774,"Fernandez and Berrocal (2019), ST2-31",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,1.75,10958,3.5,14.55,400,0.582,103,4.634728988
775,"Fernandez and Berrocal (2019), ST2-32",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,0.94,10958,3.5,7.95,400,0.318,111.9,4.717605615
776,"Fernandez and Berrocal (2019), ST2-33",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,1.71,10958,3.5,14.22,400,0.569,98.6,4.591071262
777,"Fernandez and Berrocal (2019), ST2-34",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,0.72,10958,3.5,6.11,400,0.244,75,4.317488114
778,"Fernandez and Berrocal (2019), ST2-35",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,0.99,10958,3.5,8.34,400,0.334,104.5,4.649187071
779,"Fernandez and Berrocal (2019), ST2-36",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,1.27,10958,3.5,10.64,400,0.426,104.5,4.649187071
780,"Fernandez and Berrocal (2019), ST2-37",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,1.5,10958,3.5,12.49,400,0.5,99.5,4.600157644
781,"Fernandez and Berrocal (2019), ST2-38",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,1.75,10958,3.5,14.57,400,0.583,104.8,4.652053772
782,"Fernandez and Berrocal (2019), ST2-39",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,0.27,10958,3.5,2.31,400,0.092,120.2,4.789157022
783,"Fernandez and Berrocal (2019), ST2-40",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,0.75,10958,3.5,6.33,400,0.253,121.6,4.80073697
784,"Fernandez and Berrocal (2019), ST2-41",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,0,10958,3.5,0,400,0,127.2,4.845760651
785,"Fernandez and Berrocal (2019), ST2-42",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,0,10958,3.5,0,400,0,120.4,4.790819533
786,"Fernandez and Berrocal (2019), ST2-43",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,0,10958,3.5,0,400,0,127.4,4.847331743
787,"Fernandez and Berrocal (2019), ST2-44",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,0,10958,3.5,0,400,0,126.8,4.842611042
788,"Fernandez and Berrocal (2019), ST2-45",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,0,10958,3.5,0,400,0,128,4.852030264
789,"Fernandez and Berrocal (2019), ST2-46",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,1.48,10958,3.5,12.39,400,0.496,99.4,4.599152114
790,"Fernandez and Berrocal (2019), ST2-47",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,0.42,10958,3.5,3.57,400,0.143,126.3,4.838660029
791,"Fernandez and Berrocal (2019), ST2-48",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,0.23,10958,3.5,2.01,400,0.08,127.8,4.850466542
792,"Fernandez and Berrocal (2019), ST2-49",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,0.19,10958,3.5,1.6,400,0.064,126.3,4.838660029
793,"Fernandez and Berrocal (2019), ST2-50",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,0.29,10958,3.5,2.47,400,0.099,123.7,4.817859279
794,"Fernandez and Berrocal (2019), ST2-51",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,270,N,Internal carbon steel,Sandblasting,0.08,10958,3.5,0.71,400,0.028,127,4.844187086
795,"Fernandez and Berrocal (2019), ST3-1",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,0.93,10958,3.5,7.9,585,0.316,115.9,4.75272775
796,"Fernandez and Berrocal (2019), ST3-2",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,1.11,10958,3.5,9.37,585,0.375,105.3,4.656813419
797,"Fernandez and Berrocal (2019), ST3-3",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,1.05,10958,3.5,8.85,585,0.354,115.6,4.750135956
798,"Fernandez and Berrocal (2019), ST3-4",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,0.87,10958,3.5,7.34,585,0.294,121.5,4.799914263
799,"Fernandez and Berrocal (2019), ST3-5",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,1.66,10958,3.5,13.84,585,0.554,123.6,4.817050545
800,"Fernandez and Berrocal (2019), ST3-6",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,0.84,10958,3.5,7.1,585,0.284,124.8,4.826712456
801,"Fernandez and Berrocal (2019), ST3-7",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,1.21,10958,3.5,10.17,585,0.407,122.1,4.804840381
802,"Fernandez and Berrocal (2019), ST3-8",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,0.98,10958,3.5,8.32,585,0.333,119.9,4.786658062
803,"Fernandez and Berrocal (2019), ST3-9",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,0.6,10958,3.5,5.13,585,0.205,123.5,4.816241156
804,"Fernandez and Berrocal (2019), ST3-10",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,1.04,10958,3.5,8.76,585,0.35,116.4,4.757032535
805,"Fernandez and Berrocal (2019), ST3-11",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,0.53,10958,3.5,4.53,585,0.181,120,4.787491743
806,"Fernandez and Berrocal (2019), ST3-12",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,0.93,10958,3.5,7.87,585,0.315,122,4.804021045
807,"Fernandez and Berrocal (2019), ST3-13",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,1.73,10958,3.5,14.37,585,0.575,107.3,4.67562865
808,"Fernandez and Berrocal (2019), ST3-14",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,1.69,10958,3.5,14.08,585,0.563,111.8,4.716711561
809,"Fernandez and Berrocal (2019), ST3-15",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,0.66,10958,3.5,5.64,585,0.226,118.9,4.778282804
810,"Fernandez and Berrocal (2019), ST3-16",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,0.96,10958,3.5,8.14,585,0.326,111.7,4.715816706
811,"Fernandez and Berrocal (2019), ST3-17",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,0.7,10958,3.5,5.97,585,0.239,112.9,4.726502471
812,"Fernandez and Berrocal (2019), ST3-18",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,0.88,10958,3.5,7.47,585,0.299,110.7,4.70682384
813,"Fernandez and Berrocal (2019), ST3-19",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,1.71,10958,3.5,14.2,585,0.568,95,4.553876892
814,"Fernandez and Berrocal (2019), ST3-20",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,1.52,10958,3.5,12.65,585,0.506,113.3,4.730039168
815,"Fernandez and Berrocal (2019), ST3-21",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,0.91,10958,3.5,7.72,585,0.309,111.7,4.715816706
816,"Fernandez and Berrocal (2019), ST3-22",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,1.37,10958,3.5,11.48,585,0.459,104.8,4.652053772
817,"Fernandez and Berrocal (2019), ST3-23",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,0.66,10958,3.5,5.64,585,0.226,113.7,4.733563401
818,"Fernandez and Berrocal (2019), ST3-24",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,0.56,10958,3.5,4.76,585,0.19,121.9,4.803201036
819,"Fernandez and Berrocal (2019), ST3-25",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,1.32,10958,3.5,11.03,585,0.441,105.4,4.657762636
820,"Fernandez and Berrocal (2019), ST3-26",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,2.15,10958,3.5,17.7,585,0.708,100.8,4.613138356
821,"Fernandez and Berrocal (2019), ST3-27",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,0.61,10958,3.5,5.2,585,0.208,121.4,4.799090879
822,"Fernandez and Berrocal (2019), ST3-28",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,0.49,10958,3.5,4.22,585,0.169,117.3,4.764734756
823,"Fernandez and Berrocal (2019), ST3-29",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,1.84,10958,3.5,15.29,585,0.612,100.2,4.607168189
824,"Fernandez and Berrocal (2019), ST3-30",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,1.84,10958,3.5,15.26,585,0.61,95.8,4.562262685
825,"Fernandez and Berrocal (2019), ST3-31",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,2.26,10958,3.5,18.58,585,0.743,95.2,4.555979942
826,"Fernandez and Berrocal (2019), ST3-32",30 year old decommissioned bridge.,Embedded,SLS,D,Sweden,Ks60,16,455,N,Internal carbon steel,Sandblasting,1.46,10958,3.5,12.17,585,0.487,110.5,4.705015521
827,"Chen et al. (2020), S-1",Control. Normal ductility TEMPCORE,Embedded,None,D,Sweden,B500B,10,380,Control,Control,N/A,0,0,0,0,0,0,40.42,3.699324712
828,"Chen et al. (2020), S-2",Control. Normal ductility TEMPCORE,Embedded,None,D,Sweden,B500B,10,380,Control,Control,N/A,0,0,0,0,0,0,44.94,3.805328267
829,"Chen et al. (2020), S-3",Control. Normal ductility TEMPCORE,Embedded,None,D,Sweden,B500B,10,380,Control,Control,N/A,0,0,0,0,0,0,42.79,3.75630443
830,"Chen et al. (2020), S-4",Control. Normal ductility TEMPCORE,Embedded,None,D,Sweden,B500B,10,380,Control,Control,N/A,0,0,0,0,0,0,39.06,3.665098925
831,"Chen et al. (2020), S-5",Control. Normal ductility TEMPCORE,Embedded,None,D,Sweden,B500B,10,380,Control,Control,N/A,0,0,0,0,0,0,41.57,3.727378753
832,"Chen et al. (2020), S-6","Normal ductility TEMPCORE. 18 beams pre-cracked during corrosion, and 4 left uncracked. Does not specify which bars were extracted from which beam.",Embedded,None,D,Sweden,B500B,10,380,EI,Internal reference electrode,Sandblasting,1.13,1095,16.5,1.56,500,0.039,40.1,3.691376334
833,"Chen et al. (2020), S-7","Normal ductility TEMPCORE. 18 beams pre-cracked during corrosion, and 4 left uncracked. Does not specify which bars were extracted from which beam.",Embedded,None,D,Sweden,B500B,10,380,EI,Internal reference electrode,Sandblasting,1.82,1095,16.5,2.5,500,0.063,43.33,3.768845236
834,"Chen et al. (2020), S-8","Normal ductility TEMPCORE. 18 beams pre-cracked during corrosion, and 4 left uncracked. Does not specify which bars were extracted from which beam.",Embedded,None,D,Sweden,B500B,10,380,EI,Internal reference electrode,Sandblasting,2.27,1095,16.5,3.11,500,0.078,40.19,3.693618208
835,"Chen et al. (2020), S-9","Normal ductility TEMPCORE. 18 beams pre-cracked during corrosion, and 4 left uncracked. Does not specify which bars were extracted from which beam.",Embedded,None,D,Sweden,B500B,10,380,EI,Internal reference electrode,Sandblasting,2.38,1095,16.5,3.26,500,0.082,40.79,3.708436953
836,"Chen et al. (2020), S-10","Normal ductility TEMPCORE. 18 beams pre-cracked during corrosion, and 4 left uncracked. Does not specify which bars were extracted from which beam.",Embedded,None,D,Sweden,B500B,10,380,EI,Internal reference electrode,Sandblasting,2.58,1095,16.5,3.53,500,0.088,40.09,3.691126927
837,"Chen et al. (2020), S-11","Normal ductility TEMPCORE. 18 beams pre-cracked during corrosion, and 4 left uncracked. Does not specify which bars were extracted from which beam.",Embedded,None,D,Sweden,B500B,10,380,EI,Internal reference electrode,Sandblasting,2.59,1095,16.5,3.54,500,0.089,41.22,3.718923575
838,"Chen et al. (2020), S-12","Normal ductility TEMPCORE. 18 beams pre-cracked during corrosion, and 4 left uncracked. Does not specify which bars were extracted from which beam.",Embedded,None,D,Sweden,B500B,10,380,EI,Internal reference electrode,Sandblasting,2.97,1095,16.5,4.05,500,0.101,40.53,3.702042441
839,"Chen et al. (2020), S-13","Normal ductility TEMPCORE. 18 beams pre-cracked during corrosion, and 4 left uncracked. Does not specify which bars were extracted from which beam.",Embedded,None,D,Sweden,B500B,10,380,EI,Internal reference electrode,Sandblasting,3.08,1095,16.5,4.2,500,0.105,40.86,3.710151589
840,"Chen et al. (2020), S-14","Normal ductility TEMPCORE. 18 beams pre-cracked during corrosion, and 4 left uncracked. Does not specify which bars were extracted from which beam.",Embedded,None,D,Sweden,B500B,10,380,EI,Internal reference electrode,Sandblasting,3.19,1095,16.5,4.36,500,0.109,39.72,3.681854839
841,"Chen et al. (2020), S-15","Normal ductility TEMPCORE. 18 beams pre-cracked during corrosion, and 4 left uncracked. Does not specify which bars were extracted from which beam.",Embedded,None,D,Sweden,B500B,10,380,EI,Internal reference electrode,Sandblasting,3.32,1095,16.5,4.53,500,0.113,41.41,3.723522398
842,"Chen et al. (2020), S-16","Normal ductility TEMPCORE. 18 beams pre-cracked during corrosion, and 4 left uncracked. Does not specify which bars were extracted from which beam.",Embedded,None,D,Sweden,B500B,10,380,EI,Internal reference electrode,Sandblasting,3.68,1095,16.5,5.01,500,0.125,39.16,3.667655818
843,"Chen et al. (2020), S-17","Normal ductility TEMPCORE. 18 beams pre-cracked during corrosion, and 4 left uncracked. Does not specify which bars were extracted from which beam.",Embedded,None,D,Sweden,B500B,10,380,EI,Internal reference electrode,Sandblasting,3.69,1095,16.5,5.03,500,0.126,42.65,3.753027274
844,"Chen et al. (2020), S-18","Normal ductility TEMPCORE. 18 beams pre-cracked during corrosion, and 4 left uncracked. Does not specify which bars were extracted from which beam.",Embedded,None,D,Sweden,B500B,10,380,EI,Internal reference electrode,Sandblasting,3.94,1095,16.5,5.36,500,0.134,38.66,3.654805474
845,"Chen et al. (2020), S-19","Normal ductility TEMPCORE. 18 beams pre-cracked during corrosion, and 4 left uncracked. Does not specify which bars were extracted from which beam.",Embedded,None,D,Sweden,B500B,10,380,EI,Internal reference electrode,Sandblasting,4.24,1095,16.5,5.77,500,0.144,38.71,3.656097965
846,"Chen et al. (2020), S-20","Normal ductility TEMPCORE. 18 beams pre-cracked during corrosion, and 4 left uncracked. Does not specify which bars were extracted from which beam.",Embedded,None,D,Sweden,B500B,10,380,EI,Internal reference electrode,Sandblasting,4.29,1095,16.5,5.83,500,0.146,39.68,3.680847282
847,"Chen et al. (2020), S-21","Normal ductility TEMPCORE. 18 beams pre-cracked during corrosion, and 4 left uncracked. Does not specify which bars were extracted from which beam.",Embedded,None,D,Sweden,B500B,10,380,EI,Internal reference electrode,Sandblasting,4.33,1095,16.5,5.88,500,0.147,40.38,3.698334613
848,"Chen et al. (2020), S-22","Normal ductility TEMPCORE. 18 beams pre-cracked during corrosion, and 4 left uncracked. Does not specify which bars were extracted from which beam.",Embedded,None,D,Sweden,B500B,10,380,EI,Internal reference electrode,Sandblasting,4.64,1095,16.5,6.3,500,0.158,38.64,3.654288009
849,"Chen et al. (2020), S-23","Normal ductility TEMPCORE. 18 beams pre-cracked during corrosion, and 4 left uncracked. Does not specify which bars were extracted from which beam.",Embedded,None,D,Sweden,B500B,10,380,EI,Internal reference electrode,Sandblasting,5.47,1095,16.5,7.4,500,0.185,38.78,3.65790465
850,"Chen et al. (2020), S-24","Normal ductility TEMPCORE. 18 beams pre-cracked during corrosion, and 4 left uncracked. Does not specify which bars were extracted from which beam.",Embedded,None,D,Sweden,B500B,10,380,EI,Internal reference electrode,Sandblasting,5.52,1095,16.5,7.47,500,0.187,38.94,3.662022
851,"Chen et al. (2020), S-25","Normal ductility TEMPCORE. 18 beams pre-cracked during corrosion, and 4 left uncracked. Does not specify which bars were extracted from which beam.",Embedded,None,D,Sweden,B500B,10,380,EI,Internal reference electrode,Sandblasting,5.66,1095,16.5,7.66,500,0.192,38.2,3.642835516
